user_file_id,anon_id,file_type_id,file_info_id,user_file_parent_id,course_id,session_id,document_id,activity,order_num,due_date,post_date,assignment_name,version,directory,filename,content_text,createdby,createddate,modifiedby,modifieddate,allow_submit_after_duedate,allow_multiple_accesses,allow_double_spacing,duration,pull_off_date,direction,grammar_qp_id,is_deleted
7553,ak0,1,20,7549,113,1861,,8,,,,,1,,,,ak0,2006-09-21 11:31,,,0,0,0,,,,,0
7554,fb3,1,20,7549,113,1855,,8,,,,,1,,,,fb3,2006-09-21 11:32,,,0,0,0,,,,,0
7555,di9,1,20,7497,116,1871,,7,,,,,1,,,,di9,2006-09-21 11:33,,,0,0,0,,,,,0
7556,di9,1,20,7497,116,1871,,7,,,,,2,,,,di9,2006-09-21 11:33,,,0,0,0,,,,,0
7557,fb3,1,20,7549,113,1855,,8,,,,,2,,,,fb3,2006-09-21 11:34,,,0,0,0,,,,,0
7558,ea3,1,20,7497,116,1870,,7,,,,,2,,,,ea3,2006-09-21 11:36,,,0,0,0,,,,,0
7559,ea3,1,20,7497,116,1870,,7,,,,,3,,,,ea3,2006-09-21 11:36,,,0,0,0,,,,,0
7560,bt1,1,20,7549,113,1846,,8,,,,,1,,,,bt1,2006-09-21 11:51,,,0,0,0,,,,,0
7561,av8,1,20,7549,113,1875,,8,,,,,2,,,,av8,2006-09-21 11:51,,,0,0,0,,,,,0
7562,gv3,1,20,7549,113,1863,,8,,,,,1,,,,gv3,2006-09-21 11:52,,,0,0,0,,,,,0
7563,an9,1,20,7549,113,1879,,8,,,,,1,,,,an9,2006-09-21 11:52,,,0,0,0,,,,,0
7564,cz7,1,20,7549,113,1881,,8,,,,,1,,,,cz7,2006-09-21 11:52,,,0,0,0,,,,,0
7565,ei7,1,20,7549,113,1849,,8,,,,,1,,,,ei7,2006-09-21 11:53,,,0,0,0,,,,,0
7566,eq0,1,20,7549,113,1872,,8,,,,,1,,,,eq0,2006-09-21 11:53,,,0,0,0,,,,,0
7567,ak0,1,20,7549,113,1880,,8,,,,,2,,,,ak0,2006-09-21 11:53,,,0,0,0,,,,,0
7568,cl4,1,20,7549,113,1851,,8,,,,,1,,,,cl4,2006-09-21 11:54,,,0,0,0,,,,,0
7569,fb3,1,20,7549,113,1855,,8,,,,,3,,,,fb3,2006-09-21 11:55,,,0,0,0,,,,,0
7570,cc9,1,19,0,116,1884,,6,1,2006-09-22 23:59,2006-09-21 0:00,Final Writing Ch. 1*,1,,,,,2006-09-21 11:57,,,0,0,0,,,,,0
7571,gp2,1,20,7570,116,1886,,6,,,,,1,,,,gp2,2006-09-21 12:25,,,0,0,0,,,,,0
7572,gp2,1,20,7497,116,1886,,7,,,,,1,,,,gp2,2006-09-21 12:25,,,0,0,0,,,,,0
7693,gf4,1,19,0,118,1893,,7,1,2006-09-24 23:59,2006-09-22 10:00,Describing a person,1,,,,,2006-09-21 15:22,,,1,0,0,,,,,0
7770,cs3,1,20,7497,116,1901,,7,,,,,1,,,,cs3,2006-09-21 18:10,,,0,0,0,,,,,0
7771,cz7,1,20,7549,113,1905,,8,,,,,2,,,,cz7,2006-09-21 21:00,,,0,0,0,,,,,0
7772,cr3,1,20,7497,116,1906,,7,,,,,1,,,,cr3,2006-09-21 21:42,,,0,0,0,,,,,0
7773,ea3,1,20,7570,116,1910,,6,,,,,1,,,,ea3,2006-09-21 22:24,,,0,0,0,,,,,0
7774,an9,1,20,7496,149,1911,,7,,,,,1,,,,an9,2006-09-21 22:27,,,0,0,0,,,,,0
7775,av8,1,20,7496,149,1914,,7,,,,,1,,,,av8,2006-09-21 23:09,,,0,0,0,,,,,0
7776,av8,1,20,7549,113,1914,,8,,,,,3,,,,av8,2006-09-21 23:19,,,0,0,0,,,,,0
7777,gl6,1,20,7497,116,1915,,7,,,,,1,,,,gl6,2006-09-22 2:47,,,0,0,0,,,,,0
7778,at3,1,20,7497,116,1916,,7,,,,,1,,,,at3,2006-09-22 3:48,,,0,0,0,,,,,0
7779,en2,1,20,7497,116,1918,,7,,,,,1,,,,en2,2006-09-22 3:52,,,0,0,0,,,,,0
7780,fg9,1,20,7497,116,1919,,7,,,,,1,,,,fg9,2006-09-22 5:26,,,0,0,0,,,,,0
7781,gr5,1,19,0,152,1922,,7,1,2006-09-24 23:59,2006-09-22 0:00,Website paragraph,1,,,,,2006-09-22 8:29,,,1,0,0,,,,,0
7782,bn8,1,19,0,151,1923,,1,1,2006-09-25 23:59,2006-09-22 8:00,Unit 3 Writing,1,,,,,2006-09-22 9:07,,,1,0,0,,,,,1
7783,bn8,1,19,0,151,1923,,1,1,2006-09-24 23:59,2006-09-22 0:00,Unit 3 Writing,1,,,,,2006-09-22 9:23,,,0,0,0,,,,,0
7785,cb1,1,20,7693,118,1931,,7,,,,,1,,,,cb1,2006-09-22 10:19,,,0,0,0,,,,,0
7786,am8,1,20,7693,118,1926,,7,,,,,1,,,,am8,2006-09-22 10:22,,,0,0,0,,,,,0
7787,at8,1,20,7693,118,1937,,7,,,,,1,,,,at8,2006-09-22 10:25,,,0,0,0,,,,,0
7788,az2,1,20,7693,118,1935,,7,,,,,1,,,,az2,2006-09-22 10:25,,,0,0,0,,,,,0
7789,at8,1,20,7693,118,1937,,7,,,,,2,,,,at8,2006-09-22 10:28,,,0,0,0,,,,,0
7790,at8,1,20,7693,118,1937,,7,,,,,3,,,,at8,2006-09-22 10:29,,,0,0,0,,,,,0
7791,ea7,1,20,7693,118,1933,,7,,,,,1,,,,ea7,2006-09-22 10:29,,,0,0,0,,,,,0
7792,cx6,1,20,7693,118,1932,,7,,,,,1,,,,cx6,2006-09-22 10:33,,,0,0,0,,,,,0
7793,fz7,1,20,7693,118,1939,,7,,,,,1,,,,fz7,2006-09-22 10:38,,,0,0,0,,,,,0
7794,gm8,1,20,7693,118,1928,,7,,,,,1,,,,gm8,2006-09-22 10:42,,,0,0,0,,,,,0
7795,ge7,1,20,7693,118,1957,,7,,,,,1,,,,ge7,2006-09-22 10:45,,,0,0,0,,,,,0
7796,aj8,1,20,7693,118,1959,,7,,,,,1,,,,aj8,2006-09-22 10:47,,,0,0,0,,,,,0
7797,fv8,1,20,7693,118,1952,,7,,,,,1,,,,fv8,2006-09-22 10:48,,,0,0,0,,,,,0
7798,az8,1,20,7693,118,1958,,7,,,,,1,,,,az8,2006-09-22 10:48,,,0,0,0,,,,,0
7799,,1,20,7495,117,1987,,8,,,,,1,,,,,2006-09-22 11:39,,,0,0,0,,,,,0
7800,fn2,1,20,7495,117,1988,,8,,,,,1,,,,fn2,2006-09-22 11:44,,,0,0,0,,,,,0
7801,cg6,1,20,7495,117,1989,,8,,,,,1,,,,cg6,2006-09-22 11:45,,,0,0,0,,,,,0
7802,dl5,1,20,7495,117,1992,,8,,,,,1,,,,dl5,2006-09-22 11:47,,,0,0,0,,,,,0
7803,fg8,1,20,7495,117,1999,,8,,,,,1,,,,fg8,2006-09-22 11:48,,,0,0,0,,,,,0
7804,dl7,1,20,7495,117,1990,,8,,,,,1,,,,dl7,2006-09-22 11:48,,,0,0,0,,,,,0
7805,do6,1,20,7495,117,2000,,8,,,,,1,,,,do6,2006-09-22 11:48,,,0,0,0,,,,,0
7806,bv5,1,20,7495,117,1991,,8,,,,,1,,,,bv5,2006-09-22 11:48,,,0,0,0,,,,,0
7807,dj0,1,20,7495,117,1995,,8,,,,,1,,,,dj0,2006-09-22 11:48,,,0,0,0,,,,,0
7808,gp4,1,20,7495,117,1993,,8,,,,,1,,,,gp4,2006-09-22 11:48,,,0,0,0,,,,,0
7809,fe5,1,20,7495,117,1997,,8,,,,,1,,,,fe5,2006-09-22 11:48,,,0,0,0,,,,,0
7810,az4,1,20,7495,117,1996,,8,,,,,1,,,,az4,2006-09-22 11:48,,,0,0,0,,,,,0
7811,gi2,1,20,7495,117,1994,,8,,,,,1,,,,gi2,2006-09-22 11:48,,,0,0,0,,,,,0
7812,gh4,1,20,7495,117,1998,,8,,,,,1,,,,gh4,2006-09-22 11:48,,,0,0,0,,,,,0
7813,az4,1,20,7495,117,1996,,8,,,,,2,,,,az4,2006-09-22 11:49,,,0,0,0,,,,,0
7814,fx9,1,20,7495,117,2003,,8,,,,,1,,,,fx9,2006-09-22 11:50,,,0,0,0,,,,,0
7815,dh9,1,20,7497,116,2005,,7,,,,,1,,,,dh9,2006-09-22 11:59,,,0,0,0,,,,,0
7816,bz9,1,20,7497,116,2006,,7,,,,,1,,,,bz9,2006-09-22 12:02,,,0,0,0,,,,,0
7819,,1,19,0,154,2012,,7,1,2006-09-25 8:59,2006-09-22 14:00,U. 6 paragraph,1,,,,,2006-09-22 13:18,5,2006-09-22 13:21,1,0,0,,,,,0
7914,fj4,1,20,7781,152,2017,,7,,,,,1,,,,fj4,2006-09-22 16:40,,,0,0,0,,,,,0
7915,bb6,1,20,7497,116,2019,,7,,,,,1,,,,bb6,2006-09-22 22:43,,,0,0,0,,,,,0
7917,ea3,1,20,7781,152,2023,,7,,,,,1,,,,ea3,2006-09-23 17:54,,,0,0,0,,,,,0
7918,ea3,1,20,7781,152,2025,,7,,,,,2,,,,ea3,2006-09-23 21:00,,,0,0,0,,,,,0
7919,cr3,1,20,7781,152,2026,,7,,,,,1,,,,cr3,2006-09-23 21:33,,,0,0,0,,,,,0
7920,at3,1,20,7781,152,2029,,7,,,,,1,,,,at3,2006-09-24 9:39,,,0,0,0,,,,,0
7921,ah1,1,20,7783,151,2032,,1,,,,,1,,,,ah1,2006-09-24 12:06,,,0,0,0,,,,,0
7922,ah1,1,20,7783,151,2038,,1,,,,,2,,,,ah1,2006-09-24 13:15,,,0,0,0,,,,,0
7923,ei8,1,20,7496,149,2040,,7,,,,,1,,,,ei8,2006-09-24 13:53,,,0,0,0,,,,,0
7924,az2,1,20,7819,154,2041,,7,,,,,1,,,,az2,2006-09-24 13:59,,,0,0,0,,,,,0
7925,az2,1,20,7819,154,2041,,7,,,,,2,,,,az2,2006-09-24 14:00,,,0,0,0,,,,,0
7926,ei8,1,20,7496,149,2040,,7,,,,,2,,,,ei8,2006-09-24 14:11,,,0,0,0,,,,,0
7927,gp2,1,20,7781,152,2046,,7,,,,,1,,,,gp2,2006-09-24 15:02,,,0,0,0,,,,,0
7928,dk5,1,20,7783,151,2044,,1,,,,,1,,,,dk5,2006-09-24 15:05,,,0,0,0,,,,,0
7929,bb6,1,20,7781,152,2050,,7,,,,,1,,,,bb6,2006-09-24 16:23,,,0,0,0,,,,,0
7930,bo4,1,20,7496,149,2051,,7,,,,,1,,,,bo4,2006-09-24 16:43,,,0,0,0,,,,,0
7931,cx6,1,20,7819,154,2052,,7,,,,,1,,,,cx6,2006-09-24 17:06,,,0,0,0,,,,,0
7932,ak0,1,20,7496,149,2056,,7,,,,,1,,,,ak0,2006-09-24 17:12,,,0,0,0,,,,,0
7933,ax5,1,20,7783,151,2060,,1,,,,,1,,,,ax5,2006-09-24 17:31,,,0,0,0,,,,,0
7934,az8,1,20,7819,154,2059,,7,,,,,1,,,,az8,2006-09-24 17:31,,,0,0,0,,,,,0
7935,ax5,1,20,7783,151,2060,,1,,,,,2,,,,ax5,2006-09-24 17:51,,,0,0,0,,,,,0
7936,fy0,1,20,7783,151,2062,,1,,,,,1,,,,fy0,2006-09-24 18:14,,,0,0,0,,,,,0
7937,bt2,1,20,7819,154,2066,,7,,,,,1,,,,bt2,2006-09-24 18:56,,,0,0,0,,,,,0
7938,ea7,1,20,7819,154,2064,,7,,,,,1,,,,ea7,2006-09-24 18:57,,,0,0,0,,,,,0
7939,eh9,1,20,7819,154,2069,,7,,,,,1,,,,eh9,2006-09-24 21:15,,,0,0,0,,,,,0
7940,eh9,1,20,7819,154,2069,,7,,,,,2,,,,eh9,2006-09-24 21:15,,,0,0,0,,,,,0
7941,eh9,1,20,7693,118,2071,,7,,,,,1,,,,eh9,2006-09-24 22:08,,,0,0,0,,,,,0
7942,af7,1,20,7783,151,2072,,1,,,,,1,,,,af7,2006-09-24 22:13,,,0,0,0,,,,,0
7943,gh4,1,20,7819,154,2075,,7,,,,,1,,,,gh4,2006-09-24 23:15,,,0,0,0,,,,,0
7944,di7,1,20,7783,151,2076,,1,,,,,1,,,,di7,2006-09-24 23:27,,,0,0,0,,,,,0
7945,bo3,1,19,0,149,2077,,8,1,2006-09-25 11:59,2006-09-24 23:30,Unit 3 ex. 8,1,,,,,2006-09-24 23:41,,,1,0,0,,,,,0
7946,fb3,1,20,7496,149,2078,,7,,,,,1,,,,fb3,2006-09-24 23:44,,,0,0,0,,,,,0
7947,fb3,1,20,7945,149,2078,,8,,,,,1,,,,fb3,2006-09-24 23:45,,,0,0,0,,,,,0
7948,an9,1,20,7945,149,2079,,8,,,,,1,,,,an9,2006-09-25 0:07,,,0,0,0,,,,,0
7949,an9,1,20,7945,149,2079,,8,,,,,2,,,,an9,2006-09-25 0:09,,,0,0,0,,,,,0
7950,gl6,1,20,7781,152,2085,,7,,,,,1,,,,gl6,2006-09-25 2:03,,,0,0,0,,,,,0
7951,bz9,1,20,7781,152,2087,,7,,,,,1,,,,bz9,2006-09-25 4:10,,,0,0,0,,,,,0
7952,en2,1,20,7781,152,2089,,7,,,,,1,,,,en2,2006-09-25 7:58,,,0,0,0,,,,,0
7953,bo4,1,20,7945,149,2091,,8,,,,,1,,,,bo4,2006-09-25 9:04,,,0,0,0,,,,,0
7954,,1,19,0,96,2106,,3,1,2006-09-28 23:59,2006-09-25 16:00,Unit 3 Chapter 1 pp. 22-23,1,,,,,2006-09-25 9:36,4,2006-09-25 14:59,1,0,0,,,,,0
7956,dh4,1,19,0,114,2102,,9,1,2006-09-21 23:59,2006-09-25 0:00,Final Writing Assignment for Chapter 2,1,,,,,2006-09-25 12:54,,,0,0,0,,,,,0
7964,cc9,1,19,0,116,2104,,9,1,2006-09-26 23:59,2006-09-26 0:00,In-Class Writing Ch. 1,1,,,,,2006-09-25 13:39,,,0,0,0,,,,,0
8060,av8,1,20,7945,149,2110,,8,,,,,1,,,,av8,2006-09-25 21:39,,,0,0,0,,,,,0
8061,eq0,1,20,7945,149,2112,,8,,,,,1,,,,eq0,2006-09-25 23:53,,,0,0,0,,,,,0
8062,bo3,1,19,0,149,2114,,9,1,2006-09-28 23:59,2006-09-26 12:00,From Grammar to writing part I,1,,,,,2006-09-26 10:27,,,1,0,0,,,,,0
8064,cr3,1,20,7964,116,2118,,9,,,,,1,,,,cr3,2006-09-26 11:49,,,0,0,0,,,,,0
8065,fg9,1,20,7964,116,2117,,9,,,,,1,,,,fg9,2006-09-26 11:50,,,0,0,0,,,,,0
8066,bv4,1,20,7964,116,2119,,9,,,,,1,,,,bv4,2006-09-26 11:50,,,0,0,0,,,,,0
8067,en2,1,20,7964,116,2120,,9,,,,,1,,,,en2,2006-09-26 11:51,,,0,0,0,,,,,0
8068,gl6,1,20,7964,116,2121,,9,,,,,1,,,,gl6,2006-09-26 11:52,,,0,0,0,,,,,0
8069,ea3,1,20,7964,116,2123,,9,,,,,1,,,,ea3,2006-09-26 11:52,,,0,0,0,,,,,0
8070,cs3,1,20,7964,116,2122,,9,,,,,1,,,,cs3,2006-09-26 11:53,,,0,0,0,,,,,0
8071,gp2,1,20,7964,116,2124,,9,,,,,1,,,,gp2,2006-09-26 11:53,,,0,0,0,,,,,0
8072,at3,1,20,7964,116,2127,,9,,,,,1,,,,at3,2006-09-26 11:54,,,0,0,0,,,,,0
8073,dh9,1,20,7964,116,2128,,9,,,,,1,,,,dh9,2006-09-26 11:55,,,0,0,0,,,,,0
8075,fl2,1,19,0,98,2129,,9,1,2006-09-29 12:00,2006-09-26 12:30,p. 30  E.  Writing Your Ideas  # 1 ,1,,,,,2006-09-26 12:09,,,1,0,0,,,,,0
8076,bb6,1,20,7964,116,2130,,9,,,,,1,,,,bb6,2006-09-26 12:16,,,0,0,0,,,,,0
8225,bn8,1,19,0,151,2136,,2,1,2006-09-28 10:00,2006-09-26 0:00,Unit 11 writing,1,,,,,2006-09-26 16:18,,,0,0,0,,,,,0
8226,bt1,1,20,7945,149,2137,,8,,,,,1,,,,bt1,2006-09-26 16:35,,,0,0,0,,,,,0
8228,fv7,1,20,7954,96,2145,,3,,,,,1,,,,fv7,2006-09-26 23:09,,,0,0,0,,,,,0
8229,gv3,1,20,8062,149,2147,,9,,,,,1,,,,gv3,2006-09-26 23:16,,,0,0,0,,,,,0
8230,fp9,1,20,7954,96,2148,,3,,,,,1,,,,fp9,2006-09-26 23:50,,,0,0,0,,,,,0
8234,ei8,1,20,8062,149,2149,,9,,,,,1,,,,ei8,2006-09-27 10:11,,,0,0,0,,,,,0
8235,db9,1,20,7954,96,2150,,3,,,,,1,,,,db9,2006-09-27 11:31,,,0,0,0,,,,,0
8236,cs3,1,20,7781,152,2151,,7,,,,,1,,,,cs3,2006-09-27 12:21,,,0,0,0,,,,,0
8238,cb8,1,20,7954,96,2152,,3,,,,,1,,,,cb8,2006-09-27 12:58,,,0,0,0,,,,,0
8249,dk5,1,20,8225,151,2155,,2,,,,,1,,,,dk5,2006-09-27 14:46,,,0,0,0,,,,,0
8274,ax5,1,20,8225,151,2157,,2,,,,,1,,,,ax5,2006-09-27 17:33,,,0,0,0,,,,,0
8275,av8,1,20,8062,149,2158,,9,,,,,1,,,,av8,2006-09-27 18:55,,,0,0,0,,,,,0
8276,ak0,1,20,8062,149,2162,,9,,,,,1,,,,ak0,2006-09-27 22:36,,,0,0,0,,,,,0
8277,gn7,1,20,8062,149,2165,,9,,,,,1,,,,gn7,2006-09-27 23:12,,,0,0,0,,,,,0
8278,ah1,1,20,8225,151,2169,,2,,,,,1,,,,ah1,2006-09-27 23:50,,,0,0,0,,,,,0
8279,di7,1,20,8225,151,2171,,2,,,,,1,,,,di7,2006-09-28 0:18,,,0,0,0,,,,,0
8280,by1,1,20,8225,151,2170,,2,,,,,1,,,,by1,2006-09-28 0:21,,,0,0,0,,,,,0
8281,bt1,1,20,8062,149,2172,,9,,,,,1,,,,bt1,2006-09-28 0:49,,,0,0,0,,,,,0
8282,fy0,1,20,8225,151,2173,,2,,,,,1,,,,fy0,2006-09-28 1:10,,,0,0,0,,,,,0
8283,eh8,1,20,8225,151,2174,,2,,,,,1,,,,eh8,2006-09-28 1:21,,,0,0,0,,,,,0
8284,an9,1,20,8062,149,2175,,9,,,,,1,,,,an9,2006-09-28 1:26,,,0,0,0,,,,,0
8285,af7,1,20,8225,151,2176,,2,,,,,1,,,,af7,2006-09-28 1:50,,,0,0,0,,,,,0
8286,fb3,1,20,8062,149,2177,,9,,,,,1,,,,fb3,2006-09-28 4:10,,,0,0,0,,,,,0
8287,ei4,1,19,0,111,2180,,2,1,2006-09-28 12:15,2006-09-28 9:15,Copy a Paragraph,1,,,,,2006-09-28 9:02,323,2006-09-28 9:05,1,0,0,,,,,0
8288,ei4,1,19,0,110,2180,,1,1,2006-09-28 0:00,2006-09-28 9:15,Free Writing,1,,,,,2006-09-28 9:08,,,1,0,0,,,,,0
8289,ei4,1,19,0,110,2180,,2,1,2006-09-28 0:30,2006-09-28 9:15,Paragraph Writing,1,,,,,2006-09-28 9:10,,,1,0,0,,,,,0
8290,ei4,1,19,0,111,2180,,1,1,2006-09-28 12:30,2006-09-28 9:15,Free Writing,1,,,,,2006-09-28 9:12,,,1,0,0,,,,,0
8291,bo4,1,20,8062,149,2182,,9,,,,,1,,,,bo4,2006-09-28 9:39,,,0,0,0,,,,,0
8292,gf4,1,19,0,118,2183,,9,1,2006-10-01 23:59,2006-09-28 10:00,Writing an expository paragraph,1,,,,,2006-09-28 9:45,,,0,0,0,,,,,0
8293,dr5,1,20,8225,151,2184,,2,,,,,1,,,,dr5,2006-09-28 9:46,,,0,0,0,,,,,0
8294,ds4,1,19,0,99,2185,,1,1,2006-09-28 12:00,2006-09-28 10:00,Nominating a Guardian for Your Children,1,,,,,2006-09-28 10:07,,,1,0,0,,,,,0
8295,ds4,1,19,0,99,2185,,2,1,2006-10-05 9:00,2006-10-03 9:00,Focus Words--Reading 6,1,,,,,2006-09-28 10:19,327,2006-09-28 10:25,1,0,0,,,,,0
8296,es9,1,20,8290,111,2195,,1,,,,,1,,,,es9,2006-09-28 10:26,,,0,0,0,,,,,0
8297,cq4,1,20,8290,111,2200,,1,,,,,1,,,,cq4,2006-09-28 10:26,,,0,0,0,,,,,0
8298,fk5,1,20,8290,111,2201,,1,,,,,1,,,,fk5,2006-09-28 10:26,,,0,0,0,,,,,0
8299,fy8,1,20,8290,111,2204,,1,,,,,1,,,,fy8,2006-09-28 10:26,,,0,0,0,,,,,0
8300,bi6,1,20,8290,111,2192,,1,,,,,1,,,,bi6,2006-09-28 10:26,,,0,0,0,,,,,0
8301,az9,1,20,8290,111,2199,,1,,,,,1,,,,az9,2006-09-28 10:27,,,0,0,0,,,,,0
8302,am1,1,20,8290,111,2202,,1,,,,,1,,,,am1,2006-09-28 10:27,,,0,0,0,,,,,0
8303,aq1,1,20,8290,111,2189,,1,,,,,1,,,,aq1,2006-09-28 10:27,,,0,0,0,,,,,0
8304,bi6,1,20,8290,111,2192,,1,,,,,2,,,,bi6,2006-09-28 10:27,,,0,0,0,,,,,0
8305,fz9,1,20,8290,111,2193,,1,,,,,1,,,,fz9,2006-09-28 10:27,,,0,0,0,,,,,0
8306,df0,1,20,8290,111,2197,,1,,,,,1,,,,df0,2006-09-28 10:28,,,0,0,0,,,,,0
8307,ci3,1,20,8290,111,2203,,1,,,,,1,,,,ci3,2006-09-28 10:28,,,0,0,0,,,,,0
8308,gy3,1,20,8290,111,2198,,1,,,,,1,,,,gy3,2006-09-28 10:28,,,0,0,0,,,,,0
